horodatage;code_http;duree_ms;serveur
2026-09-17T15:47:33.671;200;6;web1
2026-09-17T15:47:33.902;200;5;web1
2026-09-17T15:47:34.132;200;5;web1
2026-09-17T15:47:34.364;200;6;web1
2026-09-17T15:47:34.607;200;8;web1
2026-09-17T15:47:34.840;200;5;web1
2026-09-17T15:47:35.071;200;5;web1
2026-09-17T15:47:35.303;200;5;web1
2026-09-17T15:47:35.535;200;5;web1
2026-09-17T15:47:35.773;200;5;web1
2026-09-17T15:47:36.007;200;6;web1
2026-09-17T15:47:36.241;200;6;web1
2026-09-17T15:47:36.470;200;5;web1
2026-09-17T15:47:36.702;200;6;web1
2026-09-17T15:47:36.933;200;5;web1
2026-09-17T15:47:37.166;200;6;web1
2026-09-17T15:47:37.396;200;5;web1
2026-09-17T15:47:37.627;200;5;web1
2026-09-17T15:47:37.859;200;5;web1
2026-09-17T15:47:38.089;200;5;web1
2026-09-17T15:47:38.321;200;6;web1
2026-09-17T15:47:38.553;200;6;web1
2026-09-17T15:47:38.787;200;4;web1
2026-09-17T15:47:39.021;200;6;web1
2026-09-17T15:47:39.253;200;5;web1
2026-09-17T15:47:39.485;200;5;web1
2026-09-17T15:47:39.718;200;6;web1
2026-09-17T15:47:39.950;200;6;web1
2026-09-17T15:47:40.181;200;6;web1
2026-09-17T15:47:40.413;200;6;web1
2026-09-17T15:47:40.643;200;5;web1
2026-09-17T15:47:40.876;200;5;web1
2026-09-17T15:47:41.107;200;6;web1
2026-09-17T15:47:41.338;200;5;web1
2026-09-17T15:47:41.571;200;7;web1
2026-09-17T15:47:41.811;200;10;web1
2026-09-17T15:47:42.043;200;5;web1
2026-09-17T15:47:42.275;200;7;web1
2026-09-17T15:47:42.504;200;5;web1
2026-09-17T15:47:42.735;200;5;web1
2026-09-17T15:47:42.966;200;5;web1
2026-09-17T15:47:43.197;200;6;web1
2026-09-17T15:47:43.430;200;5;web1
2026-09-17T15:47:43.662;200;7;web1
2026-09-17T15:47:43.894;200;7;web1
2026-09-17T15:47:44.126;200;6;web1
2026-09-17T15:47:44.357;200;5;web1
2026-09-17T15:47:44.587;200;5;web1
2026-09-17T15:47:44.821;200;6;web1
2026-09-17T15:47:45.052;200;5;web1
2026-09-17T15:47:45.282;200;6;web1
2026-09-17T15:47:45.525;200;7;web1
2026-09-17T15:47:45.757;200;5;web1
2026-09-17T15:47:45.988;200;5;web1
2026-09-17T15:47:46.219;200;5;web1
2026-09-17T15:47:46.451;200;5;web1
2026-09-17T15:47:46.682;200;6;web1
2026-09-17T15:47:46.913;200;6;web1
2026-09-17T15:47:47.145;200;6;web1
2026-09-17T15:47:47.377;200;6;web1
2026-09-17T15:47:47.609;200;6;web1
2026-09-17T15:47:47.839;200;5;web1
2026-09-17T15:47:48.070;200;5;web1
2026-09-17T15:47:48.302;200;5;web1
2026-09-17T15:47:48.533;200;5;web1
2026-09-17T15:47:48.762;200;5;web1
2026-09-17T15:47:48.996;200;8;web1
2026-09-17T15:47:49.227;200;6;web1
2026-09-17T15:47:49.457;200;5;web1
2026-09-17T15:47:49.698;200;5;web1
2026-09-17T15:47:49.933;200;6;web1
2026-09-17T15:47:50.165;200;5;web1
2026-09-17T15:47:50.396;200;5;web1
2026-09-17T15:47:50.632;200;6;web1
2026-09-17T15:47:50.862;200;6;web1
2026-09-17T15:47:51.093;200;6;web1
2026-09-17T15:47:51.324;200;7;web1
2026-09-17T15:47:51.555;200;7;web1
2026-09-17T15:47:51.785;200;6;web1
2026-09-17T15:47:52.015;200;6;web1
2026-09-17T15:47:52.245;200;6;web1
2026-09-17T15:47:52.475;200;6;web1
2026-09-17T15:47:52.713;200;11;web1
2026-09-17T15:47:52.945;200;7;web1
2026-09-17T15:47:53.175;200;6;web1
2026-09-17T15:47:53.406;200;6;web1
2026-09-17T15:47:53.637;200;6;web1
2026-09-17T15:47:53.867;200;5;web1
2026-09-17T15:47:54.097;200;6;web1
2026-09-17T15:47:54.330;200;7;web1
2026-09-17T15:47:54.561;200;7;web1
2026-09-17T15:47:54.794;200;7;web1
2026-09-17T15:47:55.027;200;7;web1
2026-09-17T15:47:55.259;200;5;web1
2026-09-17T15:47:55.490;200;6;web1
2026-09-17T15:47:55.721;200;6;web1
2026-09-17T15:47:55.953;200;5;web1
2026-09-17T15:47:56.185;200;6;web1
2026-09-17T15:47:56.430;200;7;web1
2026-09-17T15:47:56.661;200;5;web1
2026-09-17T15:47:56.893;200;6;web1
2026-09-17T15:47:57.138;200;5;web1
2026-09-17T15:47:57.370;200;5;web1
2026-09-17T15:47:57.614;200;10;web1
2026-09-17T15:47:57.847;200;6;web1
2026-09-17T15:47:58.079;200;6;web1
2026-09-17T15:47:58.311;200;5;web1
2026-09-17T15:47:58.543;200;6;web1
2026-09-17T15:47:58.778;200;5;web1
2026-09-17T15:47:59.009;200;5;web1
2026-09-17T15:47:59.245;200;6;web1
2026-09-17T15:47:59.474;200;5;web1
2026-09-17T15:47:59.706;200;6;web1
2026-09-17T15:47:59.938;200;6;web1
2026-09-17T15:48:00.171;200;6;web1
2026-09-17T15:48:00.404;200;5;web1
2026-09-17T15:48:00.635;200;5;web1
2026-09-17T15:48:00.869;200;6;web1
2026-09-17T15:48:01.102;200;6;web1
2026-09-17T15:48:01.334;200;6;web1
2026-09-17T15:48:01.567;200;6;web1
2026-09-17T15:48:01.810;200;5;web1
2026-09-17T15:48:02.042;200;6;web1
2026-09-17T15:48:02.276;200;7;web1
2026-09-17T15:48:02.507;200;6;web1
2026-09-17T15:48:02.741;200;5;web1
2026-09-17T15:48:02.974;200;6;web1
2026-09-17T15:48:03.206;200;6;web1
2026-09-17T15:48:03.439;200;6;web1
2026-09-17T15:48:03.670;200;5;web1
2026-09-17T15:48:03.903;200;5;web1
2026-09-17T15:48:04.136;200;5;web1
2026-09-17T15:48:04.369;200;5;web1
2026-09-17T15:48:04.602;200;5;web1
2026-09-17T15:48:04.841;200;9;web1
2026-09-17T15:48:05.075;200;6;web1
2026-09-17T15:48:05.309;200;7;web1
2026-09-17T15:48:05.544;200;6;web1
2026-09-17T15:48:05.774;200;5;web1
2026-09-17T15:48:06.006;200;6;web1
2026-09-17T15:48:06.238;200;5;web1
2026-09-17T15:48:06.471;200;6;web1
2026-09-17T15:48:06.702;200;6;web1
2026-09-17T15:48:06.935;200;6;web1
2026-09-17T15:48:07.167;200;5;web1
2026-09-17T15:48:07.411;200;6;web1
2026-09-17T15:48:07.644;200;5;web1
2026-09-17T15:48:07.878;200;5;web1
2026-09-17T15:48:08.111;200;6;web1
2026-09-17T15:48:08.343;200;5;web1
2026-09-17T15:48:08.584;200;11;web1
2026-09-17T15:48:08.813;200;5;web1
2026-09-17T15:48:09.046;200;6;web1
2026-09-17T15:48:09.278;200;6;web1
2026-09-17T15:48:09.510;200;6;web1
2026-09-17T15:48:09.741;200;5;web1
2026-09-17T15:48:09.973;200;5;web1
2026-09-17T15:48:10.205;200;6;web1
2026-09-17T15:48:10.439;200;7;web1
2026-09-17T15:48:10.669;200;6;web1
2026-09-17T15:48:10.900;200;5;web1
2026-09-17T15:48:11.129;200;5;web1
2026-09-17T15:48:11.358;200;5;web1
2026-09-17T15:48:11.597;200;7;web1
2026-09-17T15:48:11.828;200;6;web1
2026-09-17T15:48:12.057;200;5;web1
2026-09-17T15:48:12.290;200;6;web1
2026-09-17T15:48:12.533;200;5;web1
2026-09-17T15:48:12.766;200;6;web1
2026-09-17T15:48:12.998;200;5;web1
2026-09-17T15:48:13.229;200;7;web1
2026-09-17T15:48:13.462;200;6;web1
2026-09-17T15:48:13.695;200;6;web1
2026-09-17T15:48:13.926;200;6;web1
2026-09-17T15:48:14.157;200;7;web1
2026-09-17T15:48:14.387;200;5;web1
2026-09-17T15:48:14.617;200;5;web1
2026-09-17T15:48:14.846;200;5;web1
2026-09-17T15:48:15.080;200;5;web1
2026-09-17T15:48:15.314;200;6;web1
2026-09-17T15:48:15.547;200;7;web1
2026-09-17T15:48:15.786;200;5;web1
2026-09-17T15:48:16.018;200;6;web1
2026-09-17T15:48:16.251;200;6;web1
2026-09-17T15:48:16.483;200;5;web1
2026-09-17T15:48:16.717;200;5;web1
