horodatage;code_http;duree_ms;serveur
2026-09-18T15:58:45.579;200;11;web2
2026-09-18T15:58:45.639;200;6;web1
2026-09-18T15:58:45.685;200;14;web2
2026-09-18T15:58:45.740;200;13;web1
2026-09-18T15:58:45.786;200;6;web2
2026-09-18T15:58:45.841;200;14;web1
2026-09-18T15:58:45.889;200;6;web2
2026-09-18T15:58:45.944;200;8;web1
2026-09-18T15:58:46.007;200;6;web2
2026-09-18T15:58:46.068;200;13;web1
2026-09-18T15:58:46.128;200;6;web2
2026-09-18T15:58:46.187;200;7;web1
2026-09-18T15:58:46.229;200;12;web2
2026-09-18T15:58:46.282;200;11;web1
2026-09-18T15:58:46.331;200;6;web2
2026-09-18T15:58:46.388;200;13;web1
2026-09-18T15:58:46.457;200;9;web2
2026-09-18T15:58:46.512;200;11;web1
2026-09-18T15:58:46.558;200;8;web2
2026-09-18T15:58:46.612;200;12;web1
2026-09-18T15:58:46.668;200;7;web2
2026-09-18T15:58:46.713;200;8;web1
2026-09-18T15:58:46.770;200;16;web2
2026-09-18T15:58:46.829;200;16;web1
2026-09-18T15:58:46.875;200;6;web2
2026-09-18T15:58:46.929;200;18;web1
2026-09-18T15:58:46.974;200;11;web2
2026-09-18T15:58:47.026;200;14;web1
2026-09-18T15:58:47.067;200;7;web2
2026-09-18T15:58:47.127;200;15;web1
2026-09-18T15:58:47.182;200;7;web2
2026-09-18T15:58:47.226;200;15;web1
2026-09-18T15:58:47.280;200;14;web2
2026-09-18T15:58:47.332;200;8;web1
2026-09-18T15:58:47.389;200;15;web2
2026-09-18T15:58:47.453;200;15;web1
2026-09-18T15:58:47.511;200;10;web2
2026-09-18T15:58:47.577;200;9;web1
2026-09-18T15:58:47.635;200;19;web2
2026-09-18T15:58:47.698;200;7;web1
2026-09-18T15:58:47.760;200;9;web2
2026-09-18T15:58:47.824;200;18;web1
2026-09-18T15:58:47.904;200;14;web2
2026-09-18T15:58:47.971;200;8;web1
2026-09-18T15:58:48.042;200;9;web2
2026-09-18T15:58:48.104;200;19;web1
